"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1797240778596684022","Mon Jun 03 12:03:41 +0000 2024","0","@AquaMan_v2 Yes po. Opo aw","1797600037285007461","","AquaMan_v2","tl","Lapu-Lapu City","0","0","0","https://x.com/igovbae/status/1797600037285007461","735446032213901312","igovbae"
"1797528674268328255","Mon Jun 03 12:03:41 +0000 2024","0","@PicturesFoIder I want to see what happened next!! What a vile woman!!","1797600036500775355","","PicturesFoIder","en","Australia, Asia","0","0","0","https://x.com/NancyGeorges/status/1797600036500775355","23425872","NancyGeorges"
"1797559137783685414","Mon Jun 03 12:03:40 +0000 2024","0","@nighttbaroness Hahahahaha mampooossss... dulu sekitaran pancing juga diracuni wak. Sampe bawa2 anaknya yg polisi kampung itu gegara gondong anjengnya dibunuh. Padahal anjingnya suka ngegigit orang lewat","1797600035083059386","","nighttbaroness","in","Medan Kota, Indonesia","0","0","0","https://x.com/derguetig/status/1797600035083059386","1584781439757062146","derguetig"
"1797598482003608048","Mon Jun 03 12:03:40 +0000 2024","0","@traceyggor No but the democrats do. Biggest oil drilling and usage ever in the world history under Biden democrats.","1797600034370077085","","traceyggor","en","El Salvador ","0","0","0","https://x.com/90053y/status/1797600034370077085","84543208","90053y"
"1797599941029978510","Mon Jun 03 12:03:40 +0000 2024","0","@meowwon__ ???","1797600032604172766","","meowwon__","qam","iloilo city","0","0","0","https://x.com/sunniespresso/status/1797600032604172766","1442804946806591491","sunniespresso"
"1797578043076268191","Mon Jun 03 12:03:38 +0000 2024","0","@wildcoinai @telkomselflash @smartfrencare 6amJUyaHAw1emntWArFzGQthDSHrhW3E34ib2JaPvUdu https://t.co/nJqe3e9EXA","1797600027327746369","https://pbs.twimg.com/media/GPJbsc9a8AA9Ryd.jpg","wildcoinai","in","Medan Kota, Indonesia","0","0","0","https://x.com/cinosa291155/status/1797600027327746369","1788559747161169926","cinosa291155"
"1797600024416985300","Mon Jun 03 12:03:38 +0000 2024","0","LAWRD PLS ","1797600024416985300","","","en","Iloilo City, Ph","0","0","0","https://x.com/schoberiri/status/1797600024416985300","1353236811456278531","schoberiri"
"1797599412471939108","Mon Jun 03 12:03:37 +0000 2024","0","@RealAlexJones They don stirr up the hornets! More support for Trump! ️️️","1797600019824226722","","RealAlexJones","en","El Salvador","0","0","0","https://x.com/BossFamTV/status/1797600019824226722","1538512700426313729","BossFamTV"
"1797600012714811799","Mon Jun 03 12:03:35 +0000 2024","0","️ Military game military cover war address. 亳州上门，我是个人兼职大学生，家里酒店公寓都行，不用定金不用车费见面满意付，QQ：2277464954 电报：xiaoxiao6999 ️","1797600012714811799","","","zh","El Salvador","0","0","0","https://x.com/JamaarLeel96611/status/1797600012714811799","1721182892447952898","JamaarLeel96611"
"1797503555978555574","Mon Jun 03 12:03:33 +0000 2024","0","@DanzarinaLunar Lo importante es que te dolió LESBIANA","1797600004095578269","","DanzarinaLunar","es","El Salvador","0","0","0","https://x.com/carlaSaab777/status/1797600004095578269","1099803384704614400","carlaSaab777"
"1797582405936837066","Mon Jun 03 12:03:33 +0000 2024","0","@novietweets Nanggawas kami kay mangaon rakan para makapa aircon. Tingaya kami pag gawas kay siga man sa silingan. Amo ra baja pero dajon gihapon kami sa gawas nangaon wahahaha","1797600003676131608","","novietweets","tl","Caraga Region","0","0","0","https://x.com/irishangp/status/1797600003676131608","398610277","irishangp"
