"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1797509427563790818","Mon Jun 03 11:14:28 +0000 2024","0","@budibongg Bismilah ","1797587650544873835","","budibongg","in","Banten, Indonesia","0","0","0","https://x.com/AmaliaNursita/status/1797587650544873835","1479831906128523265","AmaliaNursita"
"1797587568198058124","Mon Jun 03 11:14:08 +0000 2024","0","Duduk rumah kalau keluar jalam jem pastu duit keluar","1797587568198058124","","","in","Kedah ","0","0","0","https://x.com/_mirrahhh/status/1797587568198058124","1296687604180455425","_mirrahhh"
"1797418163879190582","Mon Jun 03 11:14:07 +0000 2024","0","@Relateddlife Udh","1797587562556695021","","Relateddlife","und","Tangerang, Banten, Indonesia","0","0","0","https://x.com/Andini15_/status/1797587562556695021","1251508358844055552","Andini15_"
"1797587522954084843","Mon Jun 03 11:13:57 +0000 2024","0","Sempet sempetnya mau mati aja mikirin kira Siapa aja yang bakal sedih padahal udah jelas gak bakal adaa wk","1797587522954084843","","","in","Banten, Indonesia","0","0","0","https://x.com/ChacaSiva/status/1797587522954084843","1156757903841226752","ChacaSiva"
"1797231476515410245","Mon Jun 03 11:13:45 +0000 2024","0","@FOODFESS2 Strawberry &amp; low fat","1797587471758410049","","FOODFESS2","en","Tangerang, Banten, Indonesia","0","0","0","https://x.com/Andini15_/status/1797587471758410049","1251508358844055552","Andini15_"
"1797557381842485541","Mon Jun 03 11:13:21 +0000 2024","0","@tiaraadstya Dua duanya bisa dan nyaman semuanya udh aku lakuin soalnya wkwkwk","1797587371753644426","","tiaraadstya","in","Banten, Indonesia","0","0","0","https://x.com/wooameng/status/1797587371753644426","756684001503391744","wooameng"
"1797587365244141715","Mon Jun 03 11:13:20 +0000 2024","0","Pala puyeng bbgt tp klo dikasih duit 1miliar hilang deh","1797587365244141715","","","in","Tangerang, Banten, Indonesia","0","0","0","https://x.com/Andini15_/status/1797587365244141715","1251508358844055552","Andini15_"
"1797195321497534942","Mon Jun 03 11:12:51 +0000 2024","0","@UnivTerbuka Halo UT sudah ada/buka jurusan DKV belum ya dan kalau belum kira-kira kapan dibuka?","1797587245907788003","","UnivTerbuka","in","Banten, Indonesia","0","0","0","https://x.com/fuckkataguateh/status/1797587245907788003","1517549142037258240","fuckkataguateh"
"1797587002042499437","Mon Jun 03 11:11:53 +0000 2024","0","kamu cape ga sih kalo aku sih cape. ","1797587002042499437","","","in","semangat","0","0","0","https://x.com/heartxugar/status/1797587002042499437","1364053606614228995","heartxugar"
"1797586871192821902","Mon Jun 03 11:11:22 +0000 2024","0","Sintinggg asics gel kayano yg silver green udah nyentuh diharga 5 sekian. Cepet banget naiknya.","1797586871192821902","","","in","BANTEN","0","0","0","https://x.com/Ade_Andrian48/status/1797586871192821902","2723427087","Ade_Andrian48"
"1797586139085521217","Mon Jun 03 11:08:27 +0000 2024","0"," https://t.co/pdHZxrnw2N","1797586139085521217","","","qme","Kedah","0","0","0","https://x.com/kipasharihijau/status/1797586139085521217","231488579","kipasharihijau"
"1797586125529464902","Mon Jun 03 11:08:24 +0000 2024","0","Hari ini bisa liat NuNew gak sih? #NuNew","1797586125529464902","","","in","Banten, Indonesia","0","0","0","https://x.com/new131290/status/1797586125529464902","121696965","new131290"
"1797585541887856866","Mon Jun 03 11:06:05 +0000 2024","0","Hp bututku cukup banyak mengabadikan momen sm mereka https://t.co/1TmesxNron","1797585541887856866","https://pbs.twimg.com/ext_tw_video_thumb/1797585500167077888/pu/img/RS_9VDdJ5Cyk4fcH.jpg","","in","Banten, Indonesia","0","0","0","https://x.com/rrmeicha/status/1797585541887856866","2410987843","rrmeicha"
"1797427125122936877","Mon Jun 03 11:05:47 +0000 2024","0","@kompascom Wakil rakyat kok gini amat makan tuh oke gas oke gas","1797585465681617138","","kompascom","in","Banten ","0","0","0","https://x.com/Adasperaspera/status/1797585465681617138","1313822146989182976","Adasperaspera"
